Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,Price_Trend,SMA_Crossover,State
2019-03-26,3969.228759765625,3985.080810546875,3944.753173828125,-1.1924457420304793,-1.1088506943759535,-1.1875956677299628,-1.184058884013401,1,0,2
2019-03-27,3984.244873046875,4087.066162109375,3977.810546875,-1.1892775582008026,-1.0999130831043658,-1.1873217474838156,-1.183668780119268,1,0,2
2019-03-28,4087.58447265625,4094.902099609375,4040.266357421875,-1.189835455614721,-1.172715605975003,-1.1870596934598516,-1.1832569115278089,0,0,0
2019-03-29,4068.2998046875,4113.5009765625,4034.09716796875,-1.1889262633351787,-1.098897216209913,-1.1868489888888991,-1.1828176641018855,1,0,2
2019-03-30,4092.13623046875,4296.806640625,4053.90966796875,-1.188668869066098,-1.154846708627806,-1.1866070836378366,-1.1825412077800832,1,0,2
2019-03-31,4105.4560546875,4113.0234375,4094.100830078125,-1.1887078824469737,-1.1872831986728998,-1.1862947930833845,-1.1822683207293208,0,0,0
2019-04-01,4105.3623046875,4164.953125,4096.9013671875,-1.1870683041607346,-1.1347919679650542,-1.1859062932357047,-1.1819741946592726,1,0,2
2019-04-02,4156.91943359375,4905.95458984375,4155.31689453125,-1.1646487915834796,-0.6084390820169682,-1.1843880924719483,-1.1812002529655274,1,0,2
2019-04-03,4879.9580078125,5307.00341796875,4876.62109375,-1.1617552637753858,-0.5336727356961812,-1.182752118453217,-1.1803709759093863,1,0,2
2019-04-04,4971.3076171875,5063.15966796875,4836.7939453125,-1.1633154501349132,-0.7529499078683437,-1.1812515043029452,-1.1795597772064597,0,0,0
2019-04-05,4922.80615234375,5053.509765625,4919.49169921875,-1.1597776858133897,-0.8196794282499165,-1.179710222775327,-1.1786674591395854,1,0,2
2019-04-06,5036.79296875,5205.82177734375,4992.22216796875,-1.1590589567986072,-0.8153170868237785,-1.1780961903174223,-1.177763070271256,1,0,2
2019-04-07,5062.7939453125,5235.1865234375,5050.412109375,-1.1547384372256466,-0.8282611509735907,-1.1762765383770708,-1.176776914224417,1,1,3
2019-04-08,5199.83544921875,5318.83642578125,5148.2119140625,-1.1519154277720205,-0.8047346745185527,-1.1743754644611994,-1.1757613292601314,1,1,3
2019-04-09,5289.91796875,5289.91796875,5167.4189453125,-1.1545501354720746,-0.919466770805502,-1.172632111701042,-1.1749510633058358,0,1,1
2019-04-10,5204.10546875,5421.6513671875,5193.38232421875,-1.1508349603796648,-0.8825523043523353,-1.170611467552623,-1.1740853570376617,1,1,3
2019-04-11,5325.08154296875,5354.2255859375,5017.29638671875,-1.1589138701002897,-0.8329693061682033,-1.168988182069466,-1.1734162334891671,0,1,1
2019-04-12,5061.20068359375,5103.2744140625,4955.8525390625,-1.1581356502302216,-0.9688550725253892,-1.1673443143754094,-1.172702642580502,1,1,3
2019-04-13,5088.85009765625,5127.1220703125,5061.58935546875,-1.1579167232760323,-1.1033966578168728,-1.165668144505028,-1.1720169317877247,1,1,3
2019-04-14,5095.7587890625,5184.01611328125,5053.568359375,-1.155706885248731,-1.1237453506605837,-1.1637888011441389,-1.171372615608929,1,1,3
2019-04-15,5167.32177734375,5196.60693359375,5024.0693359375,-1.158832460763136,-1.034196037815406,-1.162100760100173,-1.1705828150403286,0,1,1
2019-04-16,5066.57763671875,5238.9453125,5055.19482421875,-1.1535995104359764,-1.0658743764829246,-1.1603090275847847,-1.169732565639868,1,1,3
2019-04-17,5236.13525390625,5274.275390625,5219.20556640625,-1.1530907134551425,-1.0271986513145968,-1.1584637262462458,-1.1688542125645869,1,1,3
2019-04-18,5251.48046875,5319.986328125,5250.5068359375,-1.1516478099342344,-0.9886083728794098,-1.156591622214037,-1.167944587323083,1,1,3
2019-04-19,5298.154296875,5336.68017578125,5233.3349609375,-1.1514792272300938,-0.9639000828285552,-1.1547239782512162,-1.1670339007520385,1,1,3
2019-04-20,5304.16064453125,5358.49072265625,5295.8779296875,-1.1504207238251054,-0.9927052364277016,-1.1528012175812148,-1.166104815142693,1,1,3
2019-04-21,5335.87890625,5359.9248046875,5257.33935546875,-1.151146248327692,-0.9661831311267746,-1.1509972311108811,-1.1651934440854428,0,1,1
2019-04-22,5312.49462890625,5422.6875,5280.27685546875,-1.148510873213657,-0.9251501730282312,-1.1501867934640544,-1.164217921894685,1,1,3
2019-04-23,5399.36572265625,5633.80224609375,5389.40869140625,-1.143136704155568,-0.8654408145611407,-1.1492517793377093,-1.1630798645341245,1,1,3
2019-04-24,5571.50830078125,5642.04443359375,5418.26318359375,-1.1464760645028105,-0.8097390994075866,-1.1484061143793831,-1.1620940966850215,0,1,1
2019-04-25,5466.5244140625,5542.23828125,5181.3388671875,-1.1543775027785508,-0.8907754094053727,-1.1481349200697517,-1.1612729398662625,0,1,1
2019-04-26,5210.3046875,5383.63427734375,5177.36865234375,-1.152239214563687,-0.8208690779425496,-1.1477924362547904,-1.160413262938021,1,1,3
2019-04-27,5279.47119140625,5310.75,5233.6357421875,-1.152582705236286,-0.9954590249008376,-1.147684176544919,-1.1595540286779489,0,1,1
2019-04-28,5271.74658203125,5326.23193359375,5255.68359375,-1.1520593161588728,-1.009200529039347,-1.1476914025429057,-1.1587232859835577,1,1,3
2019-04-29,5284.8583984375,5311.27490234375,5216.48779296875,-1.1532331608345363,-0.9660111068082744,-1.1476252647795508,-1.1579089295298788,0,1,1
2019-04-30,5247.72607421875,5363.25732421875,5224.18994140625,-1.1500218377921032,-0.9592426040226651,-1.1475844301972125,-1.1570004601356256,1,1,3
2019-05-01,5350.91455078125,5418.00390625,5347.64599609375,-1.1484073633726406,-0.9686511821019366,-1.1470567990372578,-1.1560617973966052,1,1,3
2019-05-02,5402.4228515625,5522.2626953125,5394.21728515625,-1.145220507120002,-0.92312966647752,-1.1464082074437938,-1.1550571281537128,1,1,3
2019-05-03,5505.55224609375,5865.8818359375,5490.20166015625,-1.137050207189512,-0.7308258621479061,-1.1453603021435503,-1.1538982584845,1,1,3
2019-05-04,5769.20263671875,5886.8935546875,5645.46923828125,-1.1350968988268164,-0.7852195773738676,-1.1443252796261394,-1.1527228371685836,1,1,3
2019-05-05,5831.068359375,5833.86279296875,5708.03515625,-1.1361984352650645,-0.9153753812593896,-1.1431886109466662,-1.1516248910679088,0,1,1
2019-05-06,5791.693359375,5802.95751953125,5653.6875,-1.1377175604962757,-0.8715801048700702,-1.1423910278977756,-1.150542911248577,0,1,1
2019-05-07,5745.59912109375,5988.17822265625,5741.39599609375,-1.1351486537473243,-0.7635834006234179,-1.1414899872359254,-1.1494135338666398,1,1,3
2019-05-08,5849.4814453125,5989.98095703125,5794.7158203125,-1.1303970605852898,-0.8912319823433376,-1.1404227859463298,-1.148212337908879,1,1,3
2019-05-09,5982.31640625,6183.0390625,5982.31640625,-1.124430349260281,-0.8221646507142908,-1.1390644057321786,-1.1469006642511304,1,1,3
2019-05-10,6175.82275390625,6434.61767578125,6161.51904296875,-1.1180831209552404,-0.6978454466218574,-1.1374404285764337,-1.1454240332538324,1,1,3
2019-05-11,6379.6669921875,7333.0029296875,6375.69873046875,-1.0924257707983165,-0.252142816236201,-1.1344915175372974,-1.1434249576114308,1,1,3
2019-05-12,7203.50732421875,7503.8720703125,6815.77099609375,-1.099645294007713,-0.3037639790791135,-1.132037514231856,-1.1415793936128846,0,1,1
2019-05-13,6971.17822265625,8047.4130859375,6898.2822265625,-1.0734716081256723,-0.2611010447208335,-1.128538970293376,-1.1391957228016911,1,1,3
2019-05-14,7807.88427734375,8268.712890625,7696.39111328125,-1.0678953946534075,-0.1028836318866014,-1.124592690996419,-1.1366620971892172,1,1,3
2019-05-15,7989.37451171875,8216.423828125,7899.10693359375,-1.0613483668721264,-0.2768369852352575,-1.1199208174460291,-1.1340098509305725,1,1,3
2019-05-16,8194.5009765625,8320.82421875,7729.6083984375,-1.071297234050349,-0.0493038833390788,-1.1158559543878923,-1.1316229772579014,0,1,1
2019-05-17,7886.92578125,7929.1455078125,7038.12451171875,-1.0881038708918958,-0.1955750806222935,-1.112617861743062,-1.129564833724202,0,1,1
2019-05-18,7341.66455078125,7447.27197265625,7251.50439453125,-1.0903619144108074,-0.606587960956604,-1.1095194511586135,-1.127570766906658,0,1,1
2019-05-19,7267.962890625,8261.94140625,7267.962890625,-1.0615806876114298,-0.3920258195284589,-1.1049167128733783,-1.124999631112566,1,1,3
2019-05-20,8196.923828125,8200.9677734375,7678.78173828125,-1.0683957579484844,-0.4891617226007055,-1.1008174947120166,-1.1225655825155954,0,1,1
2019-05-21,7977.96923828125,8062.16796875,7843.33984375,-1.0688611578520693,-0.4285954499797467,-1.0968227267290136,-1.120174119977436,0,1,1
2019-05-22,7956.2919921875,7997.6123046875,7615.9873046875,-1.0776606926499217,-0.447832433667844,-1.0934299089067616,-1.118414253621115,0,1,1
2019-05-23,7677.26904296875,7943.79150390625,7533.19677734375,-1.0713923708796067,-0.4602097413970566,-1.0901326074125222,-1.116586111415265,1,1,3
2019-05-24,7881.6953125,8140.7197265625,7824.44873046875,-1.0681142305965996,-0.3912377493233496,-1.0867687735663811,-1.1146600844598518,1,1,3
2019-05-25,7991.88525390625,8117.92578125,7965.97607421875,-1.0660896454544584,-0.5640105071565471,-1.083247947563058,-1.1127646708085748,1,1,3
2019-05-26,8055.2060546875,8687.5205078125,7924.67041015625,-1.046808419594242,-0.355438683677317,-1.0786825390302297,-1.1104937171226483,1,1,3
2019-05-27,8674.072265625,8907.1748046875,8668.705078125,-1.0426903539849457,-0.2954371645792162,-1.074039332566307,-1.1082268593064293,1,1,3
2019-05-28,8802.7578125,8807.0166015625,8634.7216796875,-1.045356248120101,-0.4710690812524394,-1.0697686283553225,-1.106071048137711,0,1,1
2019-05-29,8718.591796875,8755.8525390625,8482.728515625,-1.0472348971279488,-0.5066132181060261,-1.065891913952749,-1.1038999410575732,0,1,1
2019-05-30,8661.7607421875,9008.314453125,8221.2734375,-1.057797481798481,-0.2342647638970455,-1.0628644013320996,-1.1020176889973572,0,1,1
2019-05-31,8320.2861328125,8586.6591796875,8172.55078125,-1.0498749744768483,-0.4173701506654307,-1.0607275230525652,-1.099811710406141,1,1,3
2019-06-01,8573.83984375,8625.6005859375,8481.578125,-1.050200702836459,-0.553089749821346,-1.0582444420752768,-1.0976280659200757,0,1,1
2019-06-02,8565.4736328125,8809.3037109375,8561.2353515625,-1.044641872464693,-0.6579186097942546,-1.056796628138418,-1.0953363892263202,1,1,3
2019-06-03,8741.7470703125,8743.5,8204.185546875,-1.0612294761725534,-0.5759130520735829,-1.0564618692702814,-1.0934250057646293,0,1,1
2019-06-04,8210.9853515625,8210.9853515625,7564.48876953125,-1.07680004715323,-0.453009587776877,-1.057237844406576,-1.0917653984550115,0,1,1
2019-06-05,7704.34326171875,7901.84912109375,7668.66845703125,-1.0731821931540149,-0.5874045209108314,-1.0573325060466543,-1.0901384663472278,1,1,3
2019-06-06,7819.63330078125,7937.3408203125,7571.47119140625,-1.0732507851090378,-0.6952632432129141,-1.0565865920065587,-1.0885232154622222,0,1,1
2019-06-07,7826.9013671875,8126.1533203125,7788.37353515625,-1.066356580709764,-0.7109816619102893,-1.0553810569610755,-1.0867976786745286,1,1,3
2019-06-08,8036.77490234375,8076.89111328125,7837.61083984375,-1.0691469475523314,-0.8345210711487371,-1.0557610304967735,-1.085132004739583,0,1,1
2019-06-09,7949.6748046875,7975.97412109375,7583.2197265625,-1.0774118382460949,-0.8303694203556296,-1.0562138132369352,-1.0836549534760405,0,1,1
2019-06-10,7692.28466796875,8031.90966796875,7586.73095703125,-1.067711688955203,-0.7323121319571486,-1.0561560875224705,-1.081966979192268,1,1,3
2019-06-11,8004.24365234375,8026.39404296875,7772.8037109375,-1.069967487536179,-0.806944094057776,-1.05576973886795,-1.0803779588129296,0,1,1
2019-06-12,7925.43408203125,8196.6484375,7862.35986328125,-1.0631908541770163,-0.7160290221505602,-1.0553578630767524,-1.0787605650150474,1,1,3
2019-06-13,8145.54541015625,8311.5673828125,8087.06103515625,-1.0605482588571895,-0.7332494202612571,-1.0549779040143796,-1.0770221495756696,1,1,3
2019-06-14,8230.8984375,8710.63671875,8183.39306640625,-1.0461679448687038,-0.6784426088385829,-1.0539774468442842,-1.0748329494122848,1,1,3
2019-06-15,8689.74609375,8859.1279296875,8618.3955078125,-1.0416777352911346,-0.747325462574804,-1.0537197866171135,-1.07259616725401,1,1,3
2019-06-16,8841.4404296875,9335.8671875,8814.556640625,-1.036828062610927,-0.5125068803406583,-1.053425385473342,-1.070254321603378,1,1,3
2019-06-17,8988.923828125,9416.4072265625,8988.923828125,-1.0267050610577235,-0.8797990754319154,-1.0524887328142465,-1.0677182650752008,1,1,3
2019-06-18,9335.466796875,9348.3740234375,9004.9013671875,-1.0341168753360772,-0.8663417586874137,-1.0518299527616777,-1.0653084096362544,0,1,1
2019-06-19,9078.7275390625,9299.62109375,9070.3955078125,-1.0281598718507885,-0.880560586673282,-1.0503415678093475,-1.0628430060166276,1,1,3
2019-06-20,9273.060546875,9594.419921875,9232.484375,-1.0202805644159103,-0.7720554867740465,-1.0488553523322723,-1.0602508578309402,1,1,3
2019-06-21,9525.07421875,10144.556640625,9525.07421875,-1.0011010888507612,-0.641039440006923,-1.0463895959251088,-1.0573351611021464,1,1,3
2019-06-22,10175.923828125,11157.345703125,10107.03515625,-0.9837936488276502,-0.1989453251760246,-1.0433338306121425,-1.0542346098284308,1,1,3
2019-06-23,10696.69140625,11246.14453125,10556.095703125,-0.9790195759492634,-0.6233806781273944,-1.039205293302931,-1.051076991339416,1,1,3
2019-06-24,10853.744140625,11065.896484375,10610.427734375,-0.974181765035714,-0.704837992267524,-1.0340518579480815,-1.0477992132226932,1,1,3
2019-06-25,11007.2021484375,11790.9169921875,11007.2021484375,-0.9499567611240024,-0.440274327226233,-1.0278635425238103,-1.044000602632254,1,1,3
2019-06-26,11778.5810546875,13796.4892578125,11755.59765625,-0.911892260907216,0.5139066398580159,-1.0197602035644255,-1.0394838765581167,1,1,3
2019-06-27,13017.125,13311.14453125,10491.8525390625,-0.9688477621644672,0.2719767297068413,-1.0148633627429675,-1.0362155538948614,0,1,1
2019-06-28,11162.16796875,12445.1748046875,10914.4951171875,-0.930807774242974,0.0413001692509382,-1.0079160432986929,-1.032298353038944,1,1,3
2019-06-29,12400.763671875,12400.91015625,11508.37890625,-0.9447237197858454,-0.2023063085921424,-1.0012525168126578,-1.028791098812099,0,1,1
2019-06-30,11931.9912109375,12178.3837890625,10799.0087890625,-0.9802067537360428,-0.3281472959049958,-0.9968580656722088,-1.0265207828138363,0,1,1
2019-07-01,10796.9306640625,11206.439453125,10089.314453125,-0.987476621195488,-0.2280346851338692,-0.9927154183945488,-1.0242514853359577,0,1,1
2019-07-02,10588.68359375,10912.1884765625,9737.884765625,-0.9806875648351834,-0.1507933932766493,-0.9885721472404024,-1.0223743605546118,1,1,3
2019-07-03,10818.15625,11968.078125,10818.15625,-0.9446647446595452,-0.1611438178374993,-0.982752539010882,-1.0198812669285815,1,1,3
2019-07-04,11972.71875,12006.0751953125,11166.5693359375,-0.9678340816756864,-0.3911826931290327,-0.9788186542124742,-1.0179893685382249,0,1,1
2019-07-05,11203.1025390625,11395.6611328125,10874.96484375,-0.9751958095684838,-0.4893940226020096,-0.9754799673877887,-1.0160451294318005,0,1,1
2019-07-06,10982.5439453125,11620.96484375,10982.5439453125,-0.9680480181935198,-0.6189604049032126,-0.972025870268887,-1.013616265499452,1,1,3
2019-07-07,11217.6162109375,11541.6201171875,11148.8046875,-0.9605210750034848,-0.7002434463711712,-0.9687021458153224,-1.0109894403618669,1,1,3
2019-07-08,11446.5966796875,12345.8330078125,11393.3740234375,-0.9345782688532892,-0.506185262791396,-0.9637033701270546,-1.0084200396428726,1,1,3
2019-07-09,12284.326171875,12779.1318359375,12233.26171875,-0.9256360439800498,-0.2851489635446989,-0.9585546782140628,-1.00553185125008,1,1,3
2019-07-10,12571.537109375,13129.529296875,11710.978515625,-0.9385994987613768,-0.0275852245272131,-0.954452698694626,-1.0028965124604905,0,1,1
2019-07-11,12139.7138671875,12144.623046875,11158.9228515625,-0.9633847967099376,-0.2649857157930197,-0.9525586066345992,-1.0005845835061995,0,1,1
2019-07-12,11354.2998046875,11905.4873046875,11179.14453125,-0.9491779800194508,-0.5037254509834833,-0.950820226223362,-0.9981120499370124,1,1,3
2019-07-13,11813.126953125,11841.95703125,10908.4794921875,-0.9623373814781296,-0.6212912654501583,-0.9499824553212378,-0.9959720661883916,0,1,1
2019-07-14,11381.0205078125,11451.2041015625,10234.576171875,-0.997637270964606,-0.5531984214124501,-0.951160378309477,-0.994587198231144,0,1,1
2019-07-15,10257.8388671875,11052.7666015625,9992.0068359375,-0.9777857095208295,-0.4164805911088003,-0.952557933244106,-0.9931907917483094,1,1,3
2019-07-16,10896.6533203125,10996.6328125,9448.1064453125,-1.0218188626305689,-0.4746412456473368,-0.9580783885087034,-0.992768538176946,0,1,1
2019-07-17,9471.2138671875,9963.134765625,9163.134765625,-1.0151037982111315,-0.4548876582282899,-0.9604013419495444,-0.992156497340972,1,1,3
2019-07-18,9698.5029296875,10736.8427734375,9376.798828125,-0.984887418994122,-0.4257752971203465,-0.9631171928436288,-0.9908951382526102,1,1,3
2019-07-19,10653.9560546875,10716.98046875,10229.62890625,-0.989104504568564,-0.6361606240173034,-0.9653459721669204,-0.9895054026333184,0,1,1
2019-07-20,10525.8193359375,11048.662109375,10451.2763671875,-0.981760493483256,-0.660730331150479,-0.965424000147708,-0.98812737063873,1,1,3
2019-07-21,10777.529296875,10841.8876953125,10389.599609375,-0.9869804899117892,-0.8058448715939325,-0.9653990846994536,-0.986848355151214,0,1,1
2019-07-22,10596.9482421875,10651.791015625,10154.921875,-0.9949331218735536,-0.8434046556029798,-0.9661144889702734,-0.9858426916311168,0,1,1
2019-07-23,10346.748046875,10346.748046875,9883.5947265625,-1.008674417312459,-0.7718152102334308,-0.9693290205653756,-0.984779444117075,0,1,1
2019-07-24,9887.73046875,9908.796875,9614.306640625,-1.0114342954709052,-0.7931944864769277,-0.9715186000303092,-0.9834570219851784,0,1,1
2019-07-25,9809.0966796875,10154.25390625,9773.95703125,-1.0083303957423757,-0.867580523106721,-0.973182601262188,-0.9821449977219646,1,1,3
2019-07-26,9913.126953125,9916.517578125,9717.982421875,-1.0096207800001802,-0.9301469049519672,-0.9752703631704202,-0.9808576916810644,0,1,1
2019-07-27,9871.1650390625,10167.3203125,9411.521484375,-1.021817740161601,-0.8206001050421113,-0.9783486489772169,-0.9799566212129062,0,1,1
2019-07-28,9491.626953125,9575.544921875,9252.296875,-1.019482185609924,-0.9658603129416486,-0.982612478358786,-0.9789518476322824,1,0,2
2019-07-29,9548.1787109375,9681.6484375,9472.9482421875,-1.020529540167734,-0.963371398778578,-0.9873779790873878,-0.9778010552378564,0,0,0
2019-07-30,9522.3291015625,9701.759765625,9437.3359375,-1.017787166457783,-0.9615614592601792,-0.9913547414922328,-0.9767910264112036,1,0,2
2019-07-31,9604.05078125,10085.6279296875,9598.09765625,-1.002931714388993,-0.8293884410375739,-0.9933407665896826,-0.9754348178806346,1,0,2
2019-08-01,10077.4423828125,10446.919921875,9922.01953125,-0.9931760028842028,-0.8042051622494133,-0.9955503238137552,-0.9740183392732894,1,0,2
2019-08-02,10402.04296875,10657.953125,10371.013671875,-0.9894946080403192,-0.7889316883042886,-0.996914145236384,-0.97258084459184,1,0,2
2019-08-03,10519.2783203125,10946.78125,10503.5048828125,-0.9800647462431362,-0.8897185924608335,-0.9960316624243072,-0.971243503084984,1,0,2
2019-08-04,10821.6328125,11009.20703125,10620.2783203125,-0.9754528852990736,-0.8341355512157221,-0.9959145092370488,-0.9699037004351706,1,0,2
2019-08-05,10960.7353515625,11895.091796875,10960.7353515625,-0.949498975807198,-0.4876245216059932,-0.9922826431219304,-0.968136935513552,1,0,2
2019-08-06,11811.544921875,12273.8212890625,11290.7314453125,-0.9596723064419508,-0.4989882948146067,-0.9894989031921564,-0.9667807880512432,0,0,0
2019-08-07,11476.193359375,12036.990234375,11433.701171875,-0.9452643251102624,-0.5669271286779984,-0.9875090525663608,-0.964983201763777,1,0,2
2019-08-08,11954.0400390625,11979.419921875,11556.16796875,-0.944505141707146,-0.6949339249981221,-0.985269296368624,-0.9632907731795022,1,0,2
2019-08-09,11953.4697265625,11970.4580078125,11709.7451171875,-0.9477194681124926,-0.7487899549282316,-0.9835597742440956,-0.961822781192924,0,0,0
2019-08-10,11861.556640625,11915.6552734375,11323.8984375,-0.9635288671187848,-0.7589155197792413,-0.982382046264868,-0.961062653201061,0,0,0
2019-08-11,11349.740234375,11523.5791015625,11248.294921875,-0.9582616359826134,-0.8698251768704619,-0.9805404238170392,-0.9605461120768614,1,0,2
2019-08-12,11528.189453125,11528.189453125,11320.951171875,-0.9626406604583876,-0.970176377551338,-0.9782286331186076,-0.9602147483307996,0,0,0
2019-08-13,11385.052734375,11420.0498046875,10830.3271484375,-0.9777627140754924,-0.827030455935661,-0.9765376642733282,-0.9602871949277026,0,0,0
2019-08-14,10889.4873046875,10889.556640625,10028.1357421875,-1.003985561064616,-0.6709097869523957,-0.9763194689948914,-0.9613802578691114,0,0,0
2019-08-15,10038.421875,10437.4111328125,9675.31640625,-0.9959135530112924,-0.5337093677410323,-0.97563109937182,-0.9630801024110816,1,0,2
2019-08-16,10319.419921875,10524.349609375,9855.478515625,-0.9939628839675207,-0.6597117130550068,-0.9742322433614412,-0.9635882093640782,1,0,2
2019-08-17,10358.72265625,10452.625,10086.6982421875,-0.9983926015688336,-0.9640040098032436,-0.9731731357075832,-0.9649555258736549,0,0,0
2019-08-18,10233.005859375,10487.0703125,10119.0947265625,-0.994849118722975,-1.0007172827817536,-0.9718834786496986,-0.965969618654944,1,0,2
2019-08-19,10350.283203125,10916.0537109375,10313.2041015625,-0.977134465160602,-0.8573757971851895,-0.9698419216891648,-0.9659074628271112,1,0,2
2019-08-20,10916.3466796875,10947.0419921875,10618.9609375,-0.9818818718167572,-0.9038526122386435,-0.9687848098306604,-0.9657942748011124,0,0,0
2019-08-21,10764.572265625,10798.7294921875,9962.7216796875,-1.0013032242759343,-0.6953352481320958,-0.9691929545510026,-0.9662113526072484,0,0,0
2019-08-22,10142.521484375,10232.99609375,9831.462890625,-1.0015204978636716,-0.8074050528398435,-0.9697968883190442,-0.9673616079692337,0,0,0
